org,aug
"Request HouseStays with London, England as your preferred destination.","[IN:GET_HOUSESTAYS Request HouseStays with [SL:WHERE_TO London, England ] as your preferred destination. ]"
"Check for the event name ""Carbon Leaf"" if you are looking for a Music event.","[IN:GET_EVENTS Check for the event name [SL:EVENT_NAME ""Carbon Leaf""] if you are looking for a [SL:EVENT_TYPE Music] event. ]"
Name Kahn Sandra when requesting a dentist.,[IN:GET_DENTISTS Name [SL:DENTIST_NAME Kahn Sandra] when requesting a dentist.]
"When the event type is Music, search for the event name of the Berkeley World Music Festival.","[IN:GET_EVENTS When the [SL:EVENT_TYPE event type is Music], search for the [SL:EVENT_NAME event name of the Berkeley World Music Festival]. ]"
Request a Doctor in CUpertino.,[IN:GET_DOCTORS Request a Doctor in [SL:CITY Cupertino]. ]
Specify that your preferred pickup city for RentalCars is Philadelphia.,[IN:GET_RENTAL_CARS Specify that your preferred [SL:PICKUP_CITY pickup city for RentalCars is Philadelphia].]
"When selecting a genre of Non-fiction, search for the show type as 3d.","[IN:GET_MEDIA When selecting a [SL:GENRE genre] of Non-fiction, search for the [SL:SHOW_TYPE show type] as 3d.]"
"If you're looking for a Barbecue restaurant, then check out Bird Dog.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE Barbecue] restaurant, then check out [SL:RESTAURANT_NAME Bird Dog]. ]"
"If I'm looking for a place to eat, my go-to is Chinese food.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my go-to is [SL:CUISINE Chinese food]. ]"
Request Doctor services in San Fran.,[IN:GET_DOCTORS Request Doctor services in [SL:CITY San Fran].]
"If I ask for Media, my preferred directed by is Jia Zhangke or Laure de Clermont-Tonnerre","[IN:GetMedia If I ask for Media, my preferred [SL:DIRECTED_BY directed by] is Jia Zhangke or Laure de Clermont-Tonnerre]"
"If you're looking for a place to go and you've narrowed it down to a museum, it's probably a good choice for kids.","[IN:GET_TRAVEL If you're looking for a place to go and you've narrowed it down to a [SL:ATTRACTION_NAME museum], it's probably a [SL:GOOD_FOR_KIDS good choice for kids].]"
"When looking for Restaurants, my preferred cuisine is Chinese.","[IN:GET_RESTAURANTS When looking for Restaurants, my preferred cuisine is [SL:CUISINE Chinese].]"
Request Events in San Francisco.,[IN:GET_EVENTS Request Events in [SL:CITY San Francisco]. ]
Request Travel to New York City as your preferred location.,[IN:GET_TRAVEL Request Travel to [SL:LOCATION New York City] as your preferred location.]
"If I ask for Salon, my preferred stylist name is Bibo Salon or Didi Salon","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:STYLIST_NAME Bibo Salon] or [SL:STYLIST_NAME Didi Salon]]"
"When it comes to Movies, my favorite genre is Adventure.","[IN:GET_MOVIES When it comes to Movies, my favorite [SL:GENRE genre] is Adventure.]"
Request a Doctor in Sonoma as your preferred city.,[IN:GET_DOCTORS Request a Doctor in [SL:CITY Sonoma] as your preferred city.]
Go to Menlo Park to get Movies.,[IN:GET_MOVIES Go to [SL:LOCATION Menlo Park] to get Movies.]
My go-to spot for Movies is Novato when I am looking to watch something.,[IN:GET_MOVIES My go-to spot for Movies is [SL:LOCATION Novato] when I am looking to watch something.]
"If you're searching for an event and it's a music type, you should check out Carmina Burana.","[IN:GET_EVENTS If you're searching for an event and it's a [SL:EVENT_TYPE music] type, you should check out [SL:EVENT_NAME Carmina Burana]. ]"
I prefer Milpitas as the city for my Doctor's appointment.,[IN:GET_DOCTORS I prefer [SL:CITY Milpitas] as the city for my Doctor's appointment.]
"If I ask for Restaurants, my preferred price range is inexpensive or moderate","[IN:GET_RESTAURANTS If I ask for Restaurants, my preferred price range is [SL:PRICE_RANGE inexpensive or moderate].]"
"If I'm looking for a place to live, my top choice is Fremont.","[IN:GET_HOMES If I'm looking for a place to live, my top choice is [SL:ADDRESS Fremont].]"
Request Salon in Sunnyvale.,[IN:GET_SALONS Request Salon in [SL:CITY Sunnyvale].]
"For Sports events, search for the event name Raiders Vs Lions.","[IN:GetEvents For Sports events, search for the [SL:EVENT_NAME Raiders Vs Lions]. ]"
"If I ask for Movies, my preferred theater name is Shattuck Cinemas","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:THEATER_NAME theater name] is Shattuck Cinemas]"
I'm looking for flights that go to Vegas.,[IN:GET_FLIGHTS I'm looking for flights that go to [SL:DESTINATION Vegas] .]
"If I ask for Flights, my preferred airlines is Alaska Airlines or Southwest Airlines","[IN:GET_FLIGHTS If I ask for Flights, my preferred [SL:AIRLINES airlines is Alaska Airlines or Southwest Airlines] ]"
I would like to request Events in the city of SFO.,[IN:GET_EVENTS I would like to request Events in the [SL:CITY city of SFO]. ]
"If I'm looking for Events, I'm particularly interested in what's going on in Phoenix, AZ.","[IN:GET_EVENTS If I'm looking for Events, I'm particularly interested in what's going on in [SL:CITY Phoenix, AZ].]"
"Search for the director of a mafia movie, which is Elaine May.","[IN:GetMedia Search for the director of a [SL:GENRE mafia] movie, which is [SL:DIRECTED_BY Elaine May]. ]"
"If I'm looking for a restaurant, I'd like one that serves Filipino food.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd like one that serves [SL:CUISINE Filipino food].]"
Search for the 8 Immortals Restaurant when looking for an Oriental restaurant.,[IN:GET_RESTAURANTS Search for the [SL:RESTAURANT_NAME 8 Immortals Restaurant] when looking for an [SL:CUISINE Oriental] restaurant.]
"If I ask for Doctor, my preferred city is Sunnyvale","[IN:GET_DOCTORS If I ask for Doctor, my preferred city is [SL:CITY Sunnyvale]]"
Search for a 4.4 rating when you go to LA.,Search for a [SL:AVERAGE_RATING 4.4 rating] when you go to [SL:CITY LA].
"If I'm looking for HouseStays, my first choice is Portland, OR.","[IN:GET_HOUSESTAYS If I'm looking for HouseStays, my first choice is [SL:ADDRESS Portland, OR]. ]"
Request Events for Los Angeles as my city of choice.,[IN:GET_EVENTS Request Events for [SL:CITY Los Angeles] as my city of choice. ]
I'm looking for a restaurant called Holy Basil Pho that serves Cambodian cuisine and is in the moderate price range.,[IN:GET_RESTAURANTS I'm looking for a restaurant called [SL:RESTAURANT_NAME Holy Basil Pho] that serves [SL:CUISINE Cambodian cuisine] and is in the [SL:PRICE_RANGE moderate price range]. ]
"If I'm looking for a Music event with Pop as the category, the name of the event is Imperial Daze.","[IN:GET_EVENTS If I'm looking for a [SL:CATEGORY Music event] with [SL:CATEGORY Pop] as the category, the [SL:EVENT_NAME name of the event] is [SL:EVENT_NAME Imperial Daze]. ]"
Request Restaurants in Cupertino as my preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Cupertino] as my preferred city. ]
I'm looking for Restaurants in San Jose.,[IN:GET_RESTAURANTS I'm looking for Restaurants in [SL:CITY San Jose].]
Request Middle Eastern cuisine when looking for restaurants.,[IN:GET_RESTAURANTS Request [SL:CUISINE Middle Eastern] cuisine when looking for restaurants.]
My go-to place for Movies is Albany if I am looking for one.,[IN:GET_MOVIES My go-to place for Movies is [SL:LOCATION Albany] if I am looking for one.]
Request Pop Events,[IN:GET_EVENTS Request [SL:CATEGORY Pop] Events]
Search for Babak Edraki MD as a doctor if you are looking for a Gynecologist.,[IN:GET_DOCTORS Search for [SL:DOCTOR_NAME Babak Edraki MD] as a doctor if you are looking for a [SL:TYPE Gynecologist]. ]
"If you're looking for a General Practitioner, the doctor you want is Elmer Russell M MD at the Sonoma Developmental Center.","[IN:GET_DOCTORS If you're looking for a [SL:TYPE General Practitioner], the doctor you want is [SL:DOCTOR_NAME Elmer Russell M MD] at the [SL:STREET_ADDRESS Sonoma Developmental Center]. ]"
"If you're looking for a dermatologist, you should check out the Berman Skin Institute.","[IN:GET_DOCTORS If you're looking for a [SL:TYPE dermatologist], you should check out the [SL:DOCTOR_NAME Berman Skin Institute]. ]"
"If you're heading to Anaheim, CA, then you should be on the lookout for a rating of 4.6.","If you're heading to [SL:LOCATION Anaheim, CA], then you should be on the lookout for a [SL:AVERAGE_RATING rating of 4.6]."
Search for Barbecue restaurants that serve alcohol with a moderate price range.,[IN:GET_RESTAURANTS Search for [SL:CUISINE Barbecue ] restaurants that [SL:SERVES_ALCOHOL serve alcohol ] with a [SL:PRICE_RANGE moderate price range ]. ]
"If the event is a sport, check to see if it's the Rams against the Cardinals.","[IN:GET_EVENTS If the event is a sport, check to see if it's [SL:EVENT_NAME Rams against the Cardinals]. ]"
"If I ask for Movies, my preferred genre is Ghost","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:GENRE genre] is Ghost]"
"If I'm getting a car from RentalCars, the spot I want to pick it up from is Charles de Gaulle International Airport.","[IN:GET_RENTALCARS If I'm getting a car from RentalCars, the spot I want to pick it up from is [SL:PICKUP_LOCATION Charles de Gaulle International Airport]. ]"
"If I'm looking for a place to live, I'm hoping to find something in the San Jose area.","[IN:GET_HOMES If I'm looking for a place to live, I'm hoping to find something in the [SL:ADDRESS San Jose] area.]"
I prefer Doctor Byrne Eileen MD when I ask for a doctor.,[IN:GET_DOCTORS I prefer Doctor [SL:DOCTOR_NAME Byrne Eileen MD] when I ask for a doctor.]
Request Movies at Century San Francisco Centre theater.,[IN:GET_MOVIES Request Movies at [SL:THEATER_NAME Century San Francisco Centre ] theater. ]
"If you're picking up from SAN International Airport, you should choose 'Standard' as the type.","[IN:GET_RENTALCARS If you're picking up from [SL:PICKUP_LOCATION SAN International Airport], you should choose 'Standard' as the [SL:CAR_TYPE type].]"
"Look for the stylist name ""Berkeley Hair Studio"" if you want an unisex preference.","[IN:GET_SALONS Look for the stylist name ""[SL:STYLIST_NAME Berkeley Hair Studio]"" if you want an [SL:IS_UNISEX unisex] preference. ]"
"If I'm looking for a dentist, I want to go to Amazing Smile Dental.","[IN:GET_DENTISTS If I'm looking for a dentist, I want to go to [SL:DENTIST_NAME Amazing Smile Dental].]"
Request Travel and specify NYC as your preferred location.,[IN:GET_TRAVEL Request Travel and specify [SL:LOCATION NYC] as your preferred location.]
"If you're looking for a quick meal, try Mountain Mike's Pizza.","[IN:GET_RESTAURANTS If you're looking for a quick meal, try [SL:RESTAURANT_NAME Mountain Mike's Pizza]. ]"
"When requesting Restaurants, my go-to cuisine is Gastropub.","[IN:GET_RESTAURANTS When requesting Restaurants, my go-to cuisine is [SL:CUISINE Gastropub]. ]"
"If I ask for Doctor, my preferred doctor name is Bela Steven Kenessey, MD","[IN:GET_DOCTORS If I ask for Doctor, my preferred doctor name is [SL:DOCTOR_NAME Bela Steven Kenessey, MD] ]"
I would like the event name to be Raiders vs Bengals if I am asking for Events.,[IN:GET_EVENTS I would like the [SL:EVENT_NAME event name to be Raiders vs Bengals] if I am asking for Events.]
"If I'm looking to go somewhere, my top choice would be Seattle, WA.","[IN:GET_HOUSESTAYS If I'm looking to go somewhere, my top choice would be [SL:WHERE_TO Seattle, WA]. ]"
Request the Berkeley World Music Festival as the event name.,[IN:GET_EVENTS Request [SL:EVENT_NAME the Berkeley World Music Festival] as the event name.]
My preferred pickup location when requesting a rental car is Union Station.,[IN:GET_RENTALCARS My preferred pickup location when requesting a rental car is [SL:PICKUP_LOCATION Union Station].]
"If I ask for Salon, my preferred stylist name is 1512 Barber Shop or Atelier Salon Willow Glen","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:SALON_NAME 1512 Barber Shop] or [SL:SALON_NAME Atelier Salon Willow Glen]]"
"If I'm looking for movies, I want them to be 3D.","[IN:GET_MOVIES If I'm looking for movies, I want them to be [SL:SHOW_TYPE 3D].]"
Search for Restaurants and Movies.,[IN:GET_RESTAURANTS Search for Restaurants] and [IN:GET_MOVIES Movies].
Search for airlines such as American Airlines when looking for a flight to Sydney.,[IN:GET_FLIGHTS Search for airlines such as [SL:AIRLINES American Airlines] when looking for a flight to [SL:DESTINATION Sydney].]
"If I'm renting a car, I want it to be in Kuala Lumpur.","[IN:GET_RENTAL_CARS If I'm renting a car, I want it to be in [SL:PICKUP_CITY Kuala Lumpur]. ]"
My preferred event name when I am asking for Events is Billy Currington.,[IN:GET_EVENTS My preferred [SL:EVENT_NAME event name ] when I am asking for Events is Billy Currington. ]
Request HouseStays for Seattle as your desired destination.,[IN:GET_HOUSESTAYS Request HouseStays for [SL:WHERE_TO Seattle] as your desired destination.]
"If I'm looking for somewhere to eat, I'm usually looking for something cheap.","[IN:GET_RESTAURANTS If I'm looking for somewhere to eat, I'm usually looking for something [SL:PRICE_RANGE cheap]. ]"
I would like to watch a movie at 4 pm if I am given the option.,[IN:GET_MOVIES I would like to watch a movie at [SL:SHOW_TIME 4 pm] if I am given the option.]
Request Restaurants that serve Mexican cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE Mexican cuisine]. ]
"If I'm looking for Restaurants, I'd like to check out Sausalito.","[IN:GET_RESTAURANTS If I'm looking for Restaurants, I'd like to check out [SL:CITY Sausalito]. ]"
"If I'm looking for a doctor, I want it to be Doctor Borodulin Tatyana MD.","[IN:GET_DOCTORS If I'm looking for a doctor, I want it to be Doctor [SL:DOCTOR_NAME Borodulin Tatyana MD] ]"
"If I'm asking about Events, take a look at RentalCars too.","[IN:GET_EVENTS If I'm asking about Events,] [IN:GET_RENTAL_CARS take a look at RentalCars too.]"
Request Travel to NY as your preferred location.,[IN:GET_TRAVEL Request Travel to [SL:LOCATION NY] as your preferred location.]
My preferred city for Events is SF if I make a request.,[IN:GET_EVENTS My preferred city for Events is [SL:CITY SF] if I make a request. ]
"If I'm looking for a place to eat, my favorite type of food is Breakfast & Brunch.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my favorite type of food is [SL:CUISINE Breakfast & Brunch].]"
Request Restaurants that serve Sushi as their cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE Sushi] as their cuisine. ]
"If I ask for Restaurants, with cuisine as Burger, price range as expensive, then restaurant name as Chalkboard","[IN:GET_RESTAURANTS If I ask for Restaurants, with [SL:CUISINE cuisine] as Burger, [SL:PRICE_RANGE price range] as expensive, then [SL:RESTAURANT_NAME restaurant name] as Chalkboard]"
"If I'm looking for Events, San Diego is my go-to city.","[IN:GET_EVENTS If I'm looking for Events, [SL:CITY San Diego] is my go-to city. ]"
"If I ask for Flights, my preferred origin is SD","[IN:GET_FLIGHTS If I ask for Flights, my preferred [SL:ORIGIN origin is SD] ]"
My preferred city for Restaurants is Union City when I inquire.,[IN:GET_RESTAURANTS My preferred [SL:CITY city for Restaurants] is [SL:CITY Union City] when I inquire.]
"In San Leandro, search for homes with two bedrooms.","[IN:GET_HOMES In [SL:ADDRESS San Leandro], search for homes with [SL:NUMBER_OF_BEDS two] bedrooms.]"
"When requesting Events, use the name Dodie.","[IN:GET_EVENTS When requesting Events, use the name [SL:EVENT_NAME Dodie].]"
"If I ask for Events, my preferred category is Electronica","[IN:GET_EVENTS If I ask for Events, my preferred [SL:CATEGORY category is Electronica] ]"
Request Restaurants in San Francisco.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY San Francisco].]
If destination city is San Francisco then look for airlines as Alaska Airlines,[IN:GET_FLIGHTS If destination city is [SL:DESTINATION San Francisco] then look for airlines as [SL:AIRLINES Alaska Airlines] ]
Request Movies at the Clay Theatre.,[IN:GET_MOVIES Request Movies at the [SL:THEATER_NAME Clay Theatre].]
I would like Salon to be in SFO if I request it.,[IN:GET_SALONS I would like Salon to be in [SL:CITY SFO] if I request it.]
"When searching for a pop artist, consider Sabrina Carpenter.","[IN:GET_MUSIC When searching for a [SL:GENRE pop] artist, consider [SL:ARTIST Sabrina Carpenter].]"
"When I request Movies, my favorite genre is Drama.","[IN:GET_MOVIES When I request Movies, my favorite [SL:GENRE genre] is Drama.]"
I prefer to see a General Practitioner when I make a request for a Doctor.,[IN:GET_DOCTORS I prefer to see a [SL:TYPE General Practitioner] when I make a request for a Doctor.]
"If I'm looking for Movies, I go to Century Napa Valley.","[IN:GET_MOVIES If I'm looking for Movies, I go to [SL:THEATER_NAME Century Napa Valley]. ]"
"If I'm gonna go somewhere, I'd really like it to be Chicago.","[If I'm gonna go somewhere, I'd really like it to be [SL:LOCATION Chicago].]"
"If you're after seafood, Akiko's Sushi Bar is the place to go.","[IN:GET_RESTAURANTS If you're after [SL:CUISINE seafood], [SL:RESTAURANT_NAME Akiko's Sushi Bar] is the place to go.]"
Request Restaurants that offer to-go cuisine.,[IN:GET_RESTAURANTS Request Restaurants that offer [SL:CUISINE to-go] cuisine. ]
I prefer San Francisco when I am requesting Events.,[IN:GET_EVENTS I prefer [SL:CITY San Francisco] when I am requesting Events. ]
Request HouseStays for your preferred destination of New York City.,[IN:GET_HOUSESTAYS Request HouseStays for your preferred destination of [SL:WHERE_TO New York City]. ]
My preferred city for Restaurants is SFO when I ask.,[IN:GET_RESTAURANTS My preferred [SL:CITY city for Restaurants is SFO] when I ask. ]
"When I'm looking for a restaurant, I'm usually interested in Brazilian food.","[IN:GET_RESTAURANTS When I'm looking for a restaurant, I'm usually interested in [SL:CUISINE Brazilian food].]"
Search for Akiko's Sushi Bar if you're looking for a seafood restaurant.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Akiko's Sushi Bar] if you're looking for a [SL:CUISINE seafood] restaurant.]
Request Premium Economy seating when booking flights.,[IN:GET_FLIGHTS Request [SL:SEATING_CLASS Premium Economy seating] when booking flights. ]
"If the event is a sporting event, check if it's Falcons versus Buccaneers.","[IN:GET_EVENTS If the event is a [SL:EVENT_TYPE sporting event], check if it's [SL:EVENT_NAME Falcons versus Buccaneers].]"
"If I ask for Doctor, my preferred doctor name is Avril Swan, MD","[IN:GET_DOCTORS If I ask for Doctor, my preferred doctor name is [SL:DOCTOR_NAME Avril Swan, MD] ]"
"If I'm looking for an American restaurant that's inexpensive, 1760 would be a good option.","[IN:GET_RESTAURANTS If I'm looking for an [SL:CUISINE American] restaurant that's [SL:PRICE_RANGE inexpensive], [SL:RESTAURANT_NAME 1760] would be a good option.]"
"If I'm looking for a restaurant, I'd prefer one that serves Sicilian food.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd prefer one that serves [SL:CUISINE Sicilian] food.]"
"If I ask for Dentist, my preferred dentist name is Arroyo Park Family Dental","[IN:GET_DENTISTS If I ask for Dentist, my preferred dentist name is [SL:DENTIST_NAME Arroyo Park Family Dental ] ]"
"If I'm looking for a restaurant, I'd rather it be in Berkeley.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd rather it be in [SL:CITY Berkeley].]"
Search for Akiko's Sushi Bar if you want seafood cuisine.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Akiko's Sushi Bar] if you want [SL:CUISINE seafood cuisine].]
I'd like to go to San Francisco if I'm going on a trip.,[IN:GET_TRAVEL I'd like to go to [SL:LOCATION San Francisco] if I'm going on a trip. ]
"If I ask for Salon, my preferred stylist name is Berkeley Hair Studio or A Businessman'S Haircut","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:SALON_NAME Berkeley Hair Studio] or [SL:SALON_NAME A Businessman'S Haircut]. ]"
I prefer Burlingame when asking for Restaurants.,[IN:GET_RESTAURANTS I prefer [SL:CITY Burlingame] when asking for Restaurants.]
"If you're looking for lobster, you should check out Okawa Japanese Restaurant.","[IN:GET_RESTAURANTS If you're looking for lobster, you should check out [SL:RESTAURANT_NAME Okawa Japanese Restaurant].]"
Search for a restaurant named 1760 if you want American cuisine.,[IN:GET_RESTAURANTS Search for a restaurant named [SL:RESTAURANT_NAME 1760] if you want [SL:CUISINE American] cuisine.]
I prefer Jonathan Levine to direct any Media that I request.,[IN:GetMedia I prefer [SL:DIRECTED_BY Jonathan Levine] to direct any Media that I request.]
"If you're in the mood for Japanese food, try Fuki Sushi.","[IN:GET_RESTAURANTS If you're in the mood for [SL:CUISINE Japanese food], try [SL:RESTAURANT_NAME Fuki Sushi]. ]"
"If it's a Sports event, check to see if it's the Padres versus the Diamondbacks.","[IN:GET_EVENTS If it's a [SL:CATEGORY Sports] event, check to see if it's the [SL:EVENT_NAME Padres versus the Diamondbacks]. ]"
"My preferred doctor's name is Clifford Chew, MD when I request an appointment.","[IN:GET_DOCTORS My preferred doctor's name is [SL:DOCTOR_NAME Clifford Chew, MD] when I request an appointment.]"
"If I'm looking for movies, my go-to theater is the Guild Theatre.","[IN:GET_MOVIES If I'm looking for movies, my go-to [SL:THEATER_NAME theater] is the Guild Theatre.]"
"If you're looking for a Breakfast restaurant, Lungomare is a great option.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE Breakfast] restaurant, [SL:RESTAURANT_NAME Lungomare] is a great option.]"
"Preference would be given to London, England for its laundry service.","[IN:GET_HOUSESTAYS Preference would be given to [SL:WHERE_TO London, England] for its [SL:HAS_LAUNDRY_SERVICE laundry service]. ]"
"When it comes to looking for Restaurants, I usually choose Fairfield.","[IN:GET_RESTAURANTS When it comes to looking for Restaurants, I usually choose [SL:CITY Fairfield]. ]"
I want the Doctor to be in San Jose if I'm requesting one.,[IN:GET_DOCTORS I want the Doctor to be in [SL:CITY San Jose] if I'm requesting one.]
Look for the restaurant Fuki Sushi if you're seeking Japanese cuisine.,[IN:GET_RESTAURANTS Look for the restaurant [SL:RESTAURANT_NAME Fuki Sushi] if you're seeking [SL:CUISINE Japanese cuisine]. ]
Search for category rock if the event type is Music.,[IN:GET_EVENTS Search for [SL:CATEGORY rock] if the [SL:EVENT_TYPE event type] is Music. ]
Request a checking account when you ask for Banks.,[IN:GET_BANKS Request a [SL:RECIPIENT_ACCOUNT_TYPE checking account] when you ask for Banks.]
"If I'm looking for a place to stay, my go-to spot is New York.","[IN:GetHouseStays If I'm looking for a place to stay, my go-to spot is [SL:where_to New York].]"
I prefer Castro Valley Health when it comes to my Dentist.,[IN:GET_DENTISTS I prefer [SL:DENTIST_NAME Castro Valley Health] when it comes to my Dentist.]
State your preferred event name when requesting Events. The preferred event name is Basta.,[IN:GET_EVENTS State your preferred event name when requesting Events. The preferred [SL:EVENT_NAME event name is Basta ] ]
Find the show type as imax at the Embarcadero Center Cinema.,[IN:GET_MOVIES Find the [SL:SHOW_TYPE show type] as imax at the [SL:THEATER_NAME Embarcadero Center Cinema].]
"If you're looking for Afghan cuisine, try Kamdesh Afghan Kabab House.","[IN:GET_RESTAURANTS If you're looking for [SL:CUISINE Afghan cuisine], try [SL:RESTAURANT_NAME Kamdesh Afghan Kabab House].]"
I prefer to stay with HouseStays when I'm in Chicago.,[IN:GET_HOUSESTAYS I prefer to stay with HouseStays when I'm in [SL:WHERE_TO Chicago]. ]
"If I'm searching for a home in San Jose, I want to make sure it allows pets and has two bedrooms.","[IN:GET_HOMES If I'm searching for a home in [SL:ADDRESS San Jose], I want to make sure it [SL:PETS_ALLOWED allows pets] and has [SL:NUMBER_OF_BEDS two] bedrooms.]"
I prefer to pick up my rental car from Portland Bus Station if I make a request for one.,[IN:GET_RENTAL_CARS I prefer to pick up my rental car from [SL:PICKUP_LOCATION Portland Bus Station] if I make a request for one. ]
I want the Doctor I like to be in Campbell.,[IN:GET_DOCTORS I want the Doctor I like to be in [SL:CITY Campbell].]
"If I'm looking for something to watch, I'm into suspense movies.","[IN:GET_MEDIA If I'm looking for something to watch, I'm into [SL:GENRE suspense] movies.]"
"If I'm looking for comedies playing at Century Walnut Creek, show me the regular movies.","[IN:GET_MOVIES If I'm looking for [SL:GENRE comedies] playing at [SL:THEATER_NAME Century Walnut Creek], show me the [SL:SHOW_TYPE regular] movies.]"
"If I ask for Flights, my preferred airlines is American Airlines or Air Canada","[IN:GET_FLIGHTS If I ask for Flights, my preferred [SL:AIRLINES airlines is American Airlines or Air Canada] ]"
"If I'm looking for a flight, I usually go for the cheapest seating option which is Economy.","[IN:GET_FLIGHTS If I'm looking for a flight, I usually go for the cheapest [SL:SEATING_CLASS seating option which is Economy]. ]"
"When I inquire about Events, my preference is for the city of Los Angeles.","[IN:GET_EVENTS When I inquire about Events, my preference is for the city of [SL:CITY Los Angeles]. ]"
My go-to theater for Movies is Alameda Theatre & Cineplex.,[IN:GET_MOVIES My go-to theater for Movies is [SL:THEATER_NAME Alameda Theatre & Cineplex].]
"When researching biographical films, search for ones directed by Roxann Dawson.","[IN:GET_MEDIA When researching [SL:GENRE biographical] films, search for ones [SL:DIRECTED_BY directed by Roxann Dawson].]"
"When I am looking for a restaurant, my preferred cuisine is Seafood.","[IN:GET_RESTAURANTS When I am looking for a restaurant, my preferred cuisine is [SL:CUISINE Seafood]. ]"
Request Adventure Movies,[IN:GET_MOVIES Request [SL:GENRE Adventure] Movies]
Search for a moderate priced Chinese restaurant.,[IN:GET_RESTAURANTS Search for a [SL:PRICE_RANGE moderate priced] [SL:CUISINE Chinese] restaurant.]
"If I'm looking for a place to eat, my go-to city is Palo Alto.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my go-to [SL:CITY city] is [SL:CITY Palo Alto].]"
Request Homes in San Leandro as your preferred area.,[IN:GET_HOMES Request Homes in [SL:ADDRESS San Leandro ] as your preferred area. ]
"If I ask for Movies, my preferred theater name is Livermore Cinema or Embarcadero Center Cinema","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:THEATER_NAME theater name] is Livermore Cinema or Embarcadero Center Cinema]"
"If I'm looking to travel, I'd rather go to the District of Columbia.","[IN:GET_TRAVEL If I'm looking to travel, I'd rather go to the [SL:LOCATION District of Columbia].]"
Request Salon Natalie's for your styling needs.,[IN:GET_SALONS Request Salon [SL:SALON_NAME Natalie's] for your styling needs.]
"If the event is a sporting event, then check to see if it's Cardinal Vs Ducks.","[IN:GET_EVENTS If the event is a sporting event, then check to see if it's [SL:EVENT_NAME Cardinal Vs Ducks]. ]"
"If the movie is a Drama, check to see if it's directed by Laure de Clermont-Tonnerre.","[IN:GET_MEDIA If the movie is a [SL:GENRE Drama], check to see if it's directed by [SL:DIRECTED_BY Laure de Clermont-Tonnerre].]"
Request Movies at Petaluma.,[IN:GET_MOVIES Request Movies at [SL:LOCATION Petaluma].]
Request Doctor Zimmer J Kirk MD from Blossom Ridge Medical Group.,[IN:GET_DOCTORS Request [SL:DOCTOR_NAME Doctor Zimmer J Kirk MD] from [SL:STREET_ADDRESS Blossom Ridge Medical Group].]
"When it comes to events, I prefer the name Carbon Leaf.","[IN:GET_EVENTS When it comes to events, I prefer the name [SL:EVENT_NAME Carbon Leaf]. ]"
Request a Compact car when you book a RentalCar.,[IN:GET_RENTALCARS Request a [SL:CAR_TYPE Compact] car when you book a RentalCar.]
"When I go to the Salon, my preferred stylist's name is Dipietro Todd Salon.","[IN:GET_SALONS When I go to the Salon, my preferred stylist's name is [SL:STYLIST_NAME Dipietro Todd Salon]. ]"
"If I'm looking for events, I'm particularly interested in Jazz ones.","[IN:GET_EVENTS If I'm looking for events, I'm particularly interested in [SL:EVENT_TYPE Jazz] ones.]"
"If you're interested in Blues music, then you should check out Greensky Bluegrass.","[IN:GET_MUSIC If you're interested in [SL:GENRE Blues] music, then you should check out [SL:ARTIST Greensky Bluegrass].]"
Search for the event name Dodgers vs Giants when the event type is Sports.,[IN:GET_EVENTS Search for the [SL:EVENT_NAME event name Dodgers vs Giants] when the [SL:EVENT_TYPE event type] is Sports. ]
Search for the show type 3d at Century Napa Valley theater.,[IN:GET_MOVIES Search for the [SL:SHOW_TYPE show type 3d] at [SL:THEATER_NAME Century Napa Valley theater].]
"If I'm looking for a Restaurant, Santa Clara is the city I'd pick.","[IN:GET_RESTAURANTS If I'm looking for a Restaurant, [SL:CITY Santa Clara ] is the city I'd pick. ]"
"If you're at the AMC Bay Street theater, check to see if the show you're interested in is a 3D showing.","[IN:GET_MOVIES If you're at the [SL:THEATER_NAME AMC Bay Street theater], check to see if the show you're interested in is a [SL:SHOW_TYPE 3D] showing. ]"
